Date,EC1,EC1_Volume,JY1,JY1_Volume,BP1,BP1_Volume,PE1,PE1_Volume,GBP_NET,MXN_NET,EUR_NET,JPY_NET
1/2/2009,1.4085,305068,90.37,117605,1.4395,100686,13.7600,15682,9317,-640,-3204,43876
1/9/2009,1.3445,863169,94.2,408922,1.4777,319210,13.3300,32055,11365,-414,-2375,46394
1/16/2009,1.3198,879042,89.65,398234,1.4528,318561,13.8360,51413,10415,-4258,-9348,44895
1/23/2009,1.2946,821701,90.19,420304,1.4023,378839,13.9155,35451,7489,-8853,-7580,47090
1/30/2009,1.3159,946308,88.99,378493,1.4148,405069,14.1850,40872,9697,-10902,-7489,49007
2/6/2009,1.301,947687,89.09,485959,1.4394,400877,14.5825,51211,8890,-9710,-9052,50518
2/13/2009,1.2966,1040000,90.65,441137,1.4604,407528,14.3775,39934,8451,-11647,-9994,43597
2/20/2009,1.2571,898666,92.17,394073,1.4224,284696,14.6205,33643,10591,-11632,-15437,36188
2/27/2009,1.2742,986834,96.6,467216,1.4408,350591,14.8350,34169,10599,-14280,-10081,28635
3/6/2009,1.2549,941944,98.16,429756,1.4034,360875,15.3410,83963,14845,-17261,-19431,20070
3/13/2009,1.2752,770438,98.39,324345,1.384,329646,15.2872,56136,11420,-16155,-10232,18906
3/20/2009,1.2972,812702,98.85,284345,1.4018,267629,14.0240,51578,7731,-7470,-9039,-4696
3/27/2009,1.3524,979102,97.86,308016,1.473,341315,14.3030,30772,9352,-1130,-5458,-7662
4/3/2009,1.3261,842130,99.15,335573,1.43,342960,14.2100,60546,8487,-2966,2265,-9463
4/10/2009,1.3282,587746,100.71,240834,1.4744,259843,13.5750,37772,7150,5572,3872,-6998
4/17/2009,1.3277,638836,99.08,313401,1.4907,292399,13.0835,45319,12700,12698,5575,-6095
4/24/2009,1.2978,736181,98.6,409689,1.4688,431082,13.1220,56046,15614,30107,1597,-13695
5/1/2009,1.3061,737155,96.49,355336,1.4607,348033,13.8850,60485,17702,29131,-2073,-4579
5/8/2009,1.3375,906131,98.76,347389,1.5099,372743,13.2030,60385,20858,18905,3368,-6518
5/15/2009,1.3638,852304,96.59,430830,1.524,425586,13.2325,37385,19205,21468,10415,2388
5/22/2009,1.3608,986001,96.1,411782,1.5501,468803,12.9530,40599,16596,21129,12250,6000
5/29/2009,1.3992,913959,94.81,351818,1.5938,389168,13.1335,31899,17724,23804,15584,8009
6/5/2009,1.427,1270000,95.72,464969,1.6515,628338,13.2825,74638,20137,25388,6793,9621
6/12/2009,1.4014,900870,97.6,323792,1.6267,424824,13.5000,68084,20887,13808,15024,-2299
6/19/2009,1.3878,772689,96.26,330970,1.6446,428404,13.3420,37895,23982,12741,12485,-8563
6/26/2009,1.4035,1170000,95.32,379619,1.6344,510618,13.3219,54195,24039,15247,17423,-4007
7/3/2009,1.402,831514,96.42,312037,1.6452,401720,13.1700,33395,31038,28951,17219,-1047
7/10/2009,1.3965,1110000,95.11,563955,1.6158,493283,13.2698,77817,26280,39020,10312,17117
7/17/2009,1.3971,904190,93.03,407535,1.6294,411112,13.7850,82053,23263,13614,13899,33567
7/24/2009,1.4196,954740,93.36,436589,1.6419,458451,13.3053,70547,27441,11215,34772,36188
7/31/2009,1.4215,1250000,94.6,493418,1.6477,561832,13.2590,52312,23863,30207,20287,24302
8/7/2009,1.44,1120000,95.41,536053,1.6932,611786,13.1025,68965,36683,35931,27106,10615
8/14/2009,1.4141,972229,95.94,450828,1.6501,494403,12.9925,76518,24568,48462,16811,824
8/21/2009,1.4075,1020000,94.72,427655,1.6418,487048,12.9598,80352,26849,64413,5732,2353
8/28/2009,1.435,920486,94.28,405974,1.643,446597,12.8722,98416,26449,70843,18171,11647
9/4/2009,1.4235,1040000,93.09,477179,1.6168,503191,13.5725,154974,23032,30047,9017,32365
9/11/2009,1.4497,723659,92.21,347662,1.6512,339640,13.2880,78263,29336,4064,18033,40799
9/18/2009,1.4617,872744,90.95,391791,1.6436,478570,13.3365,61780,24491,-1292,37772,37107
9/25/2009,1.4795,1100000,91.08,466236,1.638,637141,13.3240,93668,17821,4301,38000,45615
10/2/2009,1.4553,1330000,90.26,496839,1.5924,660719,13.5525,106810,16129,-10859,39766,44856
10/9/2009,1.4744,1080000,88.77,456240,1.5904,552821,13.4890,89441,12636,-20553,51045,44643
10/16/2009,1.4839,1050000,89.71,530222,1.5896,621420,13.1610,95261,9898,7949,43367,33339
10/23/2009,1.4905,1190000,90.83,440863,1.638,697732,12.9587,127801,15644,55184,36033,31185
10/30/2009,1.4821,1540000,92.04,529192,1.6334,746563,13.2300,142563,21736,66795,32869,17530
11/6/2009,1.4658,1370000,90.3,479562,1.6383,634495,13.3150,128875,25102,59927,22191,19832
11/13/2009,1.496,1210000,89.82,444904,1.6681,627358,13.2451,102531,28677,40450,25173,21878
11/20/2009,1.483,1370000,89.41,405314,1.6768,528275,13.1000,98577,29520,55308,11956,35552
11/27/2009,1.4937,1320000,88.58,468969,1.6577,524680,12.9315,90092,22820,89266,18467,51710
12/4/2009,1.51,1530000,86.62,650587,1.6626,568198,12.8537,152741,23468,100385,22151,56907
12/11/2009,1.4741,1210000,88.41,495363,1.6302,539144,12.8410,182144,17059,106183,-511,35182
12/18/2009,1.4514,1040000,89.91,379464,1.6234,439222,12.7121,83456,13810,91562,-16448,8372
12/25/2009,1.4243,512903,91.67,188570,1.5956,211360,12.9530,39122,13551,72998,-14327,-1011
1/1/2010,1.4356,449000,91.95,204110,1.5892,223564,13.0775,45162,18480,64633,-33797,-14903
1/8/2010,1.4402,1300000,91.48,565738,1.6009,529010,12.8160,80645,18031,61987,-35788,-16811
1/15/2010,1.4523,1210000,90.95,524890,1.6181,480870,12.7155,71323,15182,75897,-17917,-16744
1/22/2010,1.4269,1330000,91.13,567548,1.637,593317,12.6500,105734,21199,79247,-25282,-17096
1/29/2010,1.4063,1570000,89.63,659744,1.6109,651053,12.9525,124679,15075,58139,-39539,-4347
2/5/2010,1.3955,1710000,90.39,756931,1.5968,658220,12.8620,135991,14611,42653,-43741,7135
2/12/2010,1.3795,1690000,89.45,544247,1.5679,667212,13.0680,115516,14012,32274,-57152,22396
2/19/2010,1.3742,1300000,90.46,504036,1.5732,498948,12.8510,64383,13922,34464,-59422,13912
2/26/2010,1.3537,1700000,90.04,566655,1.5464,701133,12.8535,111456,13882,57345,-71623,1717
3/5/2010,1.3564,1760000,88.95,553880,1.494,811927,12.7176,88365,13862,79779,-66770,32552
3/12/2010,1.3586,1020000,89.89,412385,1.5003,574127,12.6275,160555,10417,93474,-74551,26288
3/19/2010,1.3758,1150000,90.43,424522,1.5192,521336,12.5201,66254,11731,103254,-46341,15197
3/26/2010,1.3535,1760000,90.24,568622,1.5067,557569,12.5270,101333,11349,109862,-74917,10161
4/2/2010,1.3409,1280000,92.89,444541,1.509,444481,12.4125,55919,11965,109598,-85326,-30866
4/9/2010,1.3378,1420000,93.81,463578,1.523,489243,12.2444,69822,14281,111210,-67223,-42305
4/16/2010,1.3592,1510000,92.78,602380,1.5416,475962,12.1876,87944,13390,112226,-55464,-55746
4/23/2010,1.3446,1670000,93.28,563332,1.5375,584525,12.2220,105668,14258,110152,-71424,-50338
4/30/2010,1.323,2160000,93.01,625879,1.5285,690108,12.2684,169607,11634,98041,-89013,-49777
5/7/2010,1.3037,2790000,94.58,1130000,1.5135,924631,12.4165,322413,13062,83043,-103402,-65612
5/14/2010,1.2715,2100000,92.83,630146,1.4952,847164,12.5025,144513,10269,41958,-113890,-34669
5/21/2010,1.2358,2720000,92.52,985712,1.4439,769031,12.5970,210930,10492,35702,-107143,-34289
5/28/2010,1.2279,1880000,89.89,710561,1.4352,562521,13.1398,143593,10962,28857,-106736,-10238
6/4/2010,1.2266,1730000,91.16,594916,1.4673,533807,12.9195,115337,11809,19773,-93325,-6484
6/11/2010,1.1995,1510000,91.3,605201,1.4422,562849,12.9060,89946,14146,17426,-111945,-12547
6/18/2010,1.2327,1110000,91.25,477224,1.4827,400738,12.5777,58396,13081,28297,-62360,-3680
6/25/2010,1.2303,1500000,90.59,603854,1.485,577735,12.5179,95685,15921,35639,-70974,3630
7/2/2010,1.2187,1690000,88.39,723870,1.5081,608588,12.8375,130220,17626,42496,-73670,27427
7/9/2010,1.2646,1150000,87.55,498350,1.518,370437,12.9323,78950,18442,22725,-38909,37926
7/16/2010,1.2719,1410000,88.24,643869,1.5175,565567,12.7071,108548,15501,28135,-27050,47359
7/23/2010,1.2905,1420000,87.22,596831,1.5255,503482,12.8451,102388,16448,35886,-24251,40911
7/30/2010,1.2983,1260000,87.88,620508,1.5538,459144,12.6525,116772,17107,45318,-21339,29921
8/6/2010,1.3239,1290000,85.88,520066,1.5941,497689,12.5820,98337,31058,55141,-7297,47998
8/13/2010,1.3095,1530000,85.88,532321,1.5776,551922,12.6900,96971,35915,72369,-3731,52478
8/20/2010,1.289,1470000,85.51,535782,1.5586,574393,12.5833,86108,31467,70553,-14627,49969
8/27/2010,1.2675,1610000,84.16,719711,1.5471,533491,12.9184,166443,28511,59370,-21603,51069
9/3/2010,1.2704,1310000,84.1,715764,1.5358,493851,13.1671,160456,23052,21004,-25569,49904
9/10/2010,1.2723,1060000,83.75,510075,1.5315,453148,13.0599,110263,21363,14064,-23699,52183
9/17/2010,1.3014,1440000,83.05,730077,1.5559,431747,12.8177,102285,21108,14957,-9644,47642
9/24/2010,1.3136,1630000,85.36,521046,1.5551,482947,12.7638,146494,17858,26376,5097,23100
10/1/2010,1.3583,1730000,83.82,471078,1.5808,592594,12.4926,144818,26725,66591,35330,28666
10/8/2010,1.3834,1830000,83.17,564085,1.5915,530896,12.5141,141472,37064,85764,48243,49206
10/15/2010,1.3846,1680000,81.74,480252,1.5799,532735,12.4285,87344,39870,86218,41511,48285
10/22/2010,1.3827,1920000,81.6,486195,1.5739,525239,12.4625,133636,34708,82125,46748,45856
10/29/2010,1.3873,1700000,81.28,542113,1.5871,605782,12.3820,112439,33001,80143,40505,43129
11/5/2010,1.4026,1880000,80.8,551997,1.601,593048,12.3010,84415,39900,82272,38610,46455
11/12/2010,1.3865,2100000,81.15,660081,1.605,575201,12.2155,134949,41915,88746,23283,36654
11/19/2010,1.3517,1730000,83.41,552907,1.5881,509285,12.4450,155966,45677,93217,8606,22858
11/26/2010,1.3388,1550000,82.86,458110,1.5824,422355,12.4730,107514,35839,87246,-8293,27192
12/3/2010,1.3036,2320000,83.56,693056,1.5578,612610,12.4540,146126,24409,78906,-7248,30006
12/10/2010,1.3323,1500000,83.04,545734,1.5802,436711,12.4255,209119,14242,59482,-15290,23288
12/17/2010,1.3395,1330000,83.52,444139,1.5795,402582,12.3633,93586,12205,77168,-10304,12735
12/24/2010,1.3131,861656,83.76,308580,1.5462,265362,12.3710,61516,14579,78002,-14093,12529
12/31/2010,1.3122,723111,82.21,348256,1.5361,264156,12.3623,67615,18294,82246,-26479,29641
1/7/2011,1.3306,1730000,81.96,665026,1.5586,535025,12.2545,137982,17494,74310,-24201,39065
1/14/2011,1.2978,1960000,83.36,573753,1.5628,589860,12.1765,136260,21014,83572,-45182,24736
1/21/2011,1.3399,1620000,82.66,540910,1.6,571736,12.0451,106144,31415,90202,4109,20529
1/28/2011,1.3644,1740000,82.35,660020,1.5818,682452,12.0855,115620,36028,95245,22901,32218
2/4/2011,1.3793,1760000,81.48,620042,1.6124,640976,12.0053,148674,46923,103117,39934,31481
2/11/2011,1.3687,1680000,81.92,641512,1.6091,606622,11.9816,127578,49204,103812,34734,36731
2/18/2011,1.3494,1680000,83.79,628061,1.6128,729544,12.1299,133778,68885,109096,32464,-18548
2/25/2011,1.3661,1370000,82.94,647187,1.6129,537867,12.0983,156948,53097,114276,45598,-27746
3/4/2011,1.3813,1660000,81.86,774615,1.6309,613850,12.0882,158353,52122,97202,51308,41274
3/11/2011,1.3912,1190000,82.69,575060,1.6164,508603,12.0010,227277,54967,113165,62294,16656
3/18/2011,1.3968,1360000,80.82,979680,1.6064,488715,12.0033,199448,28580,121575,46316,30230
3/25/2011,1.4212,1290000,81,445720,1.6387,537619,11.9870,116022,53348,87548,48353,34525
4/1/2011,1.409,1520000,82.38,713869,1.5983,590486,11.9650,122614,30077,88075,56630,7052
4/8/2011,1.423,1370000,84.65,637772,1.6282,566502,11.8216,118171,53796,119062,59857,-43231
4/15/2011,1.4455,1300000,83.79,628370,1.6263,508828,11.8230,138392,53423,124846,64985,-52877
4/22/2011,1.4319,1250000,82.41,492070,1.6315,523234,11.6960,98549,50572,134129,62195,-52983
4/29/2011,1.4625,1120000,81.93,454617,1.6465,416027,11.5736,85648,56867,131806,68279,-36997
5/6/2011,1.4875,1930000,81.02,567404,1.6536,613062,11.5580,205305,59735,124260,99516,-18819
5/13/2011,1.4358,1830000,80.75,526488,1.6331,636644,11.5920,228091,41368,118065,61447,13054
5/20/2011,1.4155,1720000,81.39,517364,1.6206,630953,11.7661,172235,30327,104912,41645,15373
5/27/2011,1.4107,1800000,82.12,533256,1.6185,579182,11.6986,141984,28090,108681,19129,8006
6/3/2011,1.4376,1410000,81.29,516165,1.6439,458891,11.5790,152315,32284,108268,21970,-1648
6/10/2011,1.4675,1310000,80.21,456753,1.6444,471515,11.7350,224880,33554,90198,51836,17631
6/17/2011,1.4473,1390000,80.5,473207,1.6388,463279,11.7986,142636,36684,48163,49894,24768
6/24/2011,1.4399,1500000,80.15,449738,1.6232,532029,11.8068,136691,26763,41423,29771,32594
7/1/2011,1.4368,1550000,80.85,548088,1.6016,575539,11.8375,147720,27928,46077,32987,13623
7/8/2011,1.447,1330000,81.14,428559,1.6085,484143,11.6226,150045,28634,82944,43194,14327
7/15/2011,1.4014,2090000,79.53,595117,1.594,608828,11.7889,186671,27687,98447,12416,28288
7/22/2011,1.4156,1710000,78.91,429397,1.6135,517524,11.7042,116046,26011,89266,9246,42155
7/29/2011,1.4495,1520000,78.04,471311,1.6392,445297,11.6226,118943,33312,91913,17038,51302
8/5/2011,1.4232,2270000,77.13,970553,1.6287,587354,11.7629,273278,43266,88484,1763,58833
8/12/2011,1.4242,2140000,77.16,646151,1.6194,654904,12.3440,345145,41290,41293,-8273,42149
8/19/2011,1.4421,1580000,76.76,376643,1.6424,476174,12.2489,153570,36193,22634,6726,47348
8/26/2011,1.4431,1390000,76.59,491528,1.6509,411078,12.3155,158453,40888,21835,2539,47139
9/2/2011,1.4435,1210000,76.75,387575,1.6279,379889,12.4831,132329,31248,20880,-384,41185
9/9/2011,1.3999,1740000,77.48,515235,1.5954,525517,12.5201,133400,30543,13246,-36443,32787
9/16/2011,1.368,1540000,76.88,439656,1.5805,478869,12.9367,170984,33969,-1209,-54459,34955
9/23/2011,1.3697,1480000,76.52,367709,1.5718,531275,13.1664,196987,14106,-16890,-79460,45617
9/30/2011,1.3606,1680000,76.6,465625,1.5681,571152,13.3376,205008,14288,-20626,-82473,42322
10/7/2011,1.3294,1930000,76.86,457394,1.5403,701816,13.9310,191849,14929,-25431,-82697,43462
10/14/2011,1.3657,1450000,76.66,417844,1.5594,469955,13.3210,123723,15391,-24878,-73795,35119
10/21/2011,1.3719,1630000,76.75,505628,1.5654,523908,13.4215,180074,16946,-24129,-77720,26907
10/28/2011,1.3911,1640000,75.88,387184,1.5994,486224,13.4430,175933,18917,-27055,-76512,54279
11/4/2011,1.3676,1840000,78.28,624456,1.5946,595447,13.6665,202708,24396,-26588,-60060,25904
11/11/2011,1.3785,1540000,77.79,277451,1.6076,452753,13.3826,142103,22607,-18067,-54257,28077
11/18/2011,1.3524,1400000,76.99,304100,1.5818,430087,13.5851,163277,23355,-15021,-76147,33680
11/25/2011,1.35,1170000,77.07,299401,1.5646,347952,13.9810,135588,20691,-31582,-85068,43180
12/2/2011,1.3343,1560000,77.86,405341,1.5625,502424,13.9252,175664,23503,-36240,-104302,40547
12/9/2011,1.3397,1400000,77.73,338752,1.558,479246,13.5000,177519,26311,-20862,-95814,38271
12/16/2011,1.3094,1200000,77.86,319410,1.5528,465301,13.7896,164310,23782,-22894,-116457,35600
12/23/2011,1.3076,659762,77.76,164131,1.5674,266626,13.7866,62484,26533,-18802,-113697,24476
12/30/2011,1.3074,471868,77.83,229239,1.5671,220722,13.9727,63766,25465,-25685,-127879,22585
1/6/2012,1.3061,846587,76.67,232664,1.5655,290973,13.6736,115203,27832,-25829,-138909,56481
1/13/2012,1.2782,1410000,76.84,239325,1.5489,407242,13.6211,120579,24044,-22332,-155195,59657
1/20/2012,1.274,1250000,76.8,305752,1.5356,349620,13.4614,135076,23373,-17328,-160030,58862
1/27/2012,1.3004,1560000,77.78,517044,1.5595,468171,13.1654,171035,16103,7418,-171347,44367
2/3/2012,1.3053,1540000,76.34,360646,1.5754,458198,13.0356,191629,23698,21481,-157546,56669
2/10/2012,1.3244,1490000,76.88,378260,1.5891,413688,12.6289,153483,28161,34107,-140593,55171
2/17/2012,1.3149,1400000,78.39,446307,1.5691,488006,12.7618,214753,29309,41239,-148641,29459
2/24/2012,1.3255,1210000,79.73,380551,1.5796,503428,12.7470,142783,27617,49425,-142159,17257
3/2/2012,1.3452,1360000,80.44,528526,1.5887,493012,12.8646,207792,26931,60750,-109674,-1203
3/9/2012,1.3114,1350000,80.86,557207,1.572,526002,12.9900,279355,22308,66347,-116473,-19358
3/16/2012,1.3109,1090000,82.66,474265,1.5736,467595,12.6370,232349,21924,78892,-99336,-42380
3/23/2012,1.3222,945706,83.62,420776,1.5857,322365,12.7046,190934,25951,24329,-82954,-25821
3/30/2012,1.3336,1150000,83.15,506233,1.5972,505072,12.6578,167080,26609,82833,-89129,-67622
4/6/2012,1.3337,1100000,82.18,451573,1.5966,394572,12.7301,148241,29262,84503,-79480,-65108
4/13/2012,1.3068,1140000,80.94,394929,1.5836,430979,13.1782,231611,29777,68600,-101364,-66084
4/20/2012,1.3123,1320000,80.72,384515,1.5931,611479,13.0850,208361,33221,46101,-118125,-57803
4/27/2012,1.3207,1150000,81.21,444465,1.6135,516315,13.1545,170915,47435,40208,-113367,-55903
5/4/2012,1.3226,1040000,80.17,353865,1.6221,466008,12.8877,175131,53121,42045,-106990,-50173
5/11/2012,1.3015,1310000,79.79,353581,1.6159,531929,13.3250,255523,59697,36928,-143984,-41093
5/18/2012,1.2769,1620000,80.09,491019,1.6025,668513,13.7332,364935,57471,14445,-173869,-34315
5/25/2012,1.2735,1540000,79.98,364622,1.5775,549469,13.7420,266001,40842,-16116,-195361,-18015
6/1/2012,1.2488,1580000,79.44,507615,1.563,569390,13.9321,277272,36052,-12995,-203415,-11330
6/8/2012,1.2437,1530000,78.57,456324,1.5355,488275,14.2592,232414,39042,-30396,-214418,12073
6/15/2012,1.2477,1450000,79.44,337512,1.5562,507803,13.9823,199244,28017,-22004,-195187,12307
6/22/2012,1.2692,1250000,78.92,317699,1.5732,407773,13.6982,156969,32248,-14674,-141066,15137
6/29/2012,1.2471,1350000,79.46,385464,1.562,485498,13.8516,252109,35296,-7647,-159880,4542
7/6/2012,1.262,1100000,79.77,308747,1.5702,439074,13.2921,158487,32208,17475,-146177,4175
7/13/2012,1.2255,1110000,79.44,309762,1.5506,434233,13.3002,141383,32804,25222,-165705,8952
7/20/2012,1.2234,1190000,79.04,295452,1.5613,461295,13.2230,169116,33896,34989,-167249,11121
7/27/2012,1.2062,1490000,78.19,365333,1.5521,666477,13.7200,206984,29332,49662,-155066,25061
8/3/2012,1.2315,1390000,78.1,393055,1.5686,587084,13.2669,219670,31304,47556,-138994,32254
8/10/2012,1.2422,925287,78.71,355300,1.5658,475366,13.1797,157372,25764,69378,-131711,27539
8/17/2012,1.2329,949464,78.82,379225,1.5692,425932,13.1421,186123,32054,83511,-137810,30704
8/24/2012,1.2472,1180000,79.43,410729,1.5788,478386,13.1086,156019,45984,97981,-123932,11171
8/31/2012,1.2564,996500,78.5,291625,1.5828,384013,13.1825,162421,42407,94626,-101561,21556
9/7/2012,1.2566,1220000,78.35,476203,1.5889,451724,13.1781,221551,41834,90881,-102306,24007
9/14/2012,1.2858,1340000,77.78,512911,1.6071,529888,12.9975,323755,49312,122243,-93658,32773
9/21/2012,1.3051,1060000,78.59,376904,1.6251,395477,12.8136,147699,52597,118147,-73482,15476
9/28/2012,1.2945,1300000,77.91,344254,1.6232,549382,12.8210,155553,60809,141256,-50238,21111
10/5/2012,1.2951,1300000,78.01,383303,1.6186,482622,12.8478,189064,64726,135865,-50265,29335
10/12/2012,1.2876,1110000,78.23,326546,1.5987,467340,12.8889,140861,54190,136392,-72570,12914
10/19/2012,1.3036,1160000,78.92,451256,1.6101,478413,12.8103,146651,54010,135456,-53495,10086
10/26/2012,1.2971,1170000,79.79,534175,1.5932,518207,12.9810,154271,54879,132402,-55219,-18196
11/2/2012,1.2979,920730,79.58,398228,1.6083,386687,13.0440,146381,57897,126009,-58204,-37020
11/9/2012,1.2818,1400000,80.28,504790,1.5985,501343,12.9652,201937,57208,114422,-67141,-40104
11/16/2012,1.2716,1220000,79.42,509324,1.5885,451765,13.2206,189311,45799,96994,-83646,-30447
11/23/2012,1.2814,1000000,81.72,451742,1.5927,352977,13.0145,121346,46546,86787,-91400,-51389
11/30/2012,1.294,1170000,82.23,519490,1.6028,431624,12.9766,193505,51107,93858,-66693,-79466
12/7/2012,1.3081,1370000,81.86,545352,1.6097,568845,12.9596,221964,66050,118962,-32795,-90326
12/14/2012,1.2992,1000000,82.42,619551,1.6103,543691,12.7516,301590,64753,149271,-31623,-94401
